0x13a,"['.\\GitHubScraping\\0x13a\\bitcoin-trading-dca\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\iotaledger\\iota.lib.go\\all_contributors\\contributors_page_1.json']" 
dindinw,['.\\GitHubScraping\\iotaledger\\iota.lib.go\\all_contributors\\contributors_page_1.json']
markneves,['.\\GitHubScraping\\iotaledger\\iota.lib.go\\all_contributors\\contributors_page_1.json']
dolmen,['.\\GitHubScraping\\iotaledger\\iota.lib.go\\all_contributors\\contributors_page_1.json']
jinnerbichler,['.\\GitHubScraping\\iotaledger\\iota.lib.py\\all_contributors\\contributors_page_1.json']
plenarius,['.\\GitHubScraping\\iotaledger\\iota.lib.py\\all_contributors\\contributors_page_1.json']
QuantumDamage,['.\\GitHubScraping\\iotaledger\\iota.lib.py\\all_contributors\\contributors_page_1.json']
HerrMuellerluedenscheid,['.\\GitHubScraping\\iotaledger\\iota.lib.py\\all_contributors\\contributors_page_1.json']
johngrantuk,['.\\GitHubScraping\\iotaledger\\iota.lib.py\\all_contributors\\contributors_page_1.json']
mlouielu,['.\\GitHubScraping\\iotaledger\\iota.lib.py\\all_contributors\\contributors_page_1.json']
normpad,"['.\\GitHubScraping\\iotaledger\\iota.lib.py\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\normpad\\iotatipbot\\all_contributors\\contributors_page_1.json']"
nimble-ci,['.\\GitHubScraping\\iotaledger\\iota.lib.py\\all_contributors\\contributors_page_1.json']
scottbelden,['.\\GitHubScraping\\iotaledger\\iota.lib.py\\all_contributors\\contributors_page_1.json']
vynes,['.\\GitHubScraping\\iotaledger\\iota.lib.py\\all_contributors\\contributors_page_1.json']
rpitonak,['.\\GitHubScraping\\iotaledger\\iota.lib.py\\all_contributors\\contributors_page_1.json']
GalRogozinski,['.\\GitHubScraping\\iotaledger\\iota.lib.py\\all_contributors\\contributors_page_1.json']
szepnapot,['.\\GitHubScraping\\iotaledger\\iota.lib.py\\all_contributors\\contributors_page_1.json']
domschiener,['.\\GitHubScraping\\iotaledger\\iota.lib.py\\all_contributors\\contributors_page_1.json']
ivoscc,['.\\GitHubScraping\\iotaledger\\iota.lib.py\\all_contributors\\contributors_page_1.json']
maeck70,['.\\GitHubScraping\\iotaledger\\iota.lib.py\\all_contributors\\contributors_page_1.json']
ipiranhaa,['.\\GitHubScraping\\ipiranhaa\\crypto-market-price\\all_contributors\\contributors_page_1.json']
IronPark,['.\\GitHubScraping\\IronPark\\coinex\\all_contributors\\contributors_page_1.json']
iskies,['.\\GitHubScraping\\iskies\\Iskies\\all_contributors\\contributors_page_1.json']
ummjackson,['.\\GitHubScraping\\israelcoin\\Isracoin\\all_contributors\\contributors_page_1.json']
voidref,['.\\GitHubScraping\\israelcoin\\Isracoin\\all_contributors\\contributors_page_1.json']
guysoft,['.\\GitHubScraping\\israelcoin\\Isracoin\\all_contributors\\contributors_page_1.json']
israelcoin,['.\\GitHubScraping\\israelcoin\\Isracoin\\all_contributors\\contributors_page_1.json']
somegeekintn,['.\\GitHubScraping\\israelcoin\\Isracoin\\all_contributors\\contributors_page_1.json']
billym2k,['.\\GitHubScraping\\israelcoin\\Isracoin\\all_contributors\\contributors_page_1.json']
S3x0r,['.\\GitHubScraping\\israelcoin\\Isracoin\\all_contributors\\contributors_page_1.json']
leofidus,['.\\GitHubScraping\\israelcoin\\Isracoin\\all_contributors\\contributors_page_1.json']
vitaminmoo,['.\\GitHubScraping\\israelcoin\\Isracoin\\all_contributors\\contributors_page_1.json']
oxnard805,['.\\GitHubScraping\\israelcoin\\Isracoin\\all_contributors\\contributors_page_1.json']
tymat,['.\\GitHubScraping\\israelcoin\\Isracoin\\all_contributors\\contributors_page_1.json']
BlameByte,['.\\GitHubScraping\\israelcoin\\Isracoin\\all_contributors\\contributors_page_1.json']
CodeNameTheOnlyOne,['.\\GitHubScraping\\israelcoin\\Isracoin\\all_contributors\\contributors_page_1.json']
lleti,['.\\GitHubScraping\\israelcoin\\Isracoin\\all_contributors\\contributors_page_1.json']
evan-a-a,['.\\GitHubScraping\\israelcoin\\Isracoin\\all_contributors\\contributors_page_1.json']
rromanchuk,['.\\GitHubScraping\\israelcoin\\Isracoin\\all_contributors\\contributors_page_1.json']
thiagopradi,['.\\GitHubScraping\\israelcoin\\Isracoin\\all_contributors\\contributors_page_1.json']
zsiciarz,['.\\GitHubScraping\\israelcoin\\Isracoin\\all_contributors\\contributors_page_1.json']
riffraff,['.\\GitHubScraping\\israelcoin\\Isracoin\\all_contributors\\contributors_page_1.json']
jaggedsoft,"['.\\GitHubScraping\\jaggedsoft\\node-binance-api\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\jaggedsoft\\php-binance-api\\all_contributors\\contributors_page_1.json']"
itnok,['.\\GitHubScraping\\jaggedsoft\\node-binance-api\\all_contributors\\contributors_page_1.json']
keith1024,['.\\GitHubScraping\\jaggedsoft\\node-binance-api\\all_contributors\\contributors_page_1.json']
sethyx,['.\\GitHubScraping\\jaggedsoft\\node-binance-api\\all_contributors\\contributors_page_1.json']
balthazar,['.\\GitHubScraping\\jaggedsoft\\node-binance-api\\all_contributors\\contributors_page_1.json']
CollinEstes,['.\\GitHubScraping\\jaggedsoft\\node-binance-api\\all_contributors\\contributors_page_1.json']
MadDeveloper,['.\\GitHubScraping\\jaggedsoft\\node-binance-api\\all_contributors\\contributors_page_1.json']
mstijak,['.\\GitHubScraping\\jaggedsoft\\node-binance-api\\all_contributors\\contributors_page_1.json']
matthewwoop,['.\\GitHubScraping\\jaggedsoft\\node-binance-api\\all_contributors\\contributors_page_1.json']
Rolaus,['.\\GitHubScraping\\jaggedsoft\\node-binance-api\\all_contributors\\contributors_page_1.json']
bitoiu,['.\\GitHubScraping\\jaggedsoft\\node-binance-api\\all_contributors\\contributors_page_1.json']
hems,['.\\GitHubScraping\\jaggedsoft\\node-binance-api\\all_contributors\\contributors_page_1.json']
dxjones,['.\\GitHubScraping\\jaggedsoft\\php-binance-api\\all_contributors\\contributors_page_1.json']
cfremgen,['.\\GitHubScraping\\jaggedsoft\\php-binance-api\\all_contributors\\contributors_page_1.json']
mnording,['.\\GitHubScraping\\jaggedsoft\\php-binance-api\\all_contributors\\contributors_page_1.json']
ron7684,['.\\GitHubScraping\\jaggedsoft\\php-binance-api\\all_contributors\\contributors_page_1.json']
sumihiro,['.\\GitHubScraping\\jaggedsoft\\php-binance-api\\all_contributors\\contributors_page_1.json']
hotsaucejake,['.\\GitHubScraping\\jaggedsoft\\php-binance-api\\all_contributors\\contributors_page_1.json']
tinyhazeleyes,['.\\GitHubScraping\\jaggedsoft\\php-binance-api\\all_contributors\\contributors_page_1.json']
Jaichand,['.\\GitHubScraping\\Jaichand\\cryptoCurrency\\all_contributors\\contributors_page_1.json']
jaimehgb,['.\\GitHubScraping\\jaimehgb\\RaiWebWallet\\all_contributors\\contributors_page_1.json']
JasonShin,['.\\GitHubScraping\\JasonShin\\vue-coin-hive\\all_contributors\\contributors_page_1.json']
jc21,['.\\GitHubScraping\\jc21\\docker-electroneumd\\all_contributors\\contributors_page_1.json']
Jbern16,['.\\GitHubScraping\\jdliss\\clarkebase\\all_contributors\\contributors_page_1.json']
jdliss,['.\\GitHubScraping\\jdliss\\clarkebase\\all_contributors\\contributors_page_1.json']
jehzlau,['.\\GitHubScraping\\jehzlau\\cryptocurrency\\all_contributors\\contributors_page_1.json']
Jeiwan,['.\\GitHubScraping\\Jeiwan\\blockchain_go\\all_contributors\\contributors_page_1.json']
denispeplin,['.\\GitHubScraping\\Jeiwan\\blockchain_go\\all_contributors\\contributors_page_1.json']
bigUNO,['.\\GitHubScraping\\Jeiwan\\blockchain_go\\all_contributors\\contributors_page_1.json']
JesseVent,"['.\\GitHubScraping\\JesseVent\\crypto\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\JesseVent\\Crypto-Market-Scraper\\all_contributors\\contributors_page_1.json']"
jhogan4288,['.\\GitHubScraping\\jhogan4288\\coinmarketcap-history\\all_contributors\\contributors_page_1.json']
Nikolaj-K,['.\\GitHubScraping\\jhogan4288\\coinmarketcap-history\\all_contributors\\contributors_page_1.json']
jihoon1990,['.\\GitHubScraping\\jihoon1990\\Coiner\\all_contributors\\contributors_page_1.json']
jitender-dagar,['.\\GitHubScraping\\jitender-dagar\\CryptoCurrency\\all_contributors\\contributors_page_1.json']
jjksp,['.\\GitHubScraping\\jjksp\\CryptoCurrency\\all_contributors\\contributors_page_1.json']
jjxtra,['.\\GitHubScraping\\jjxtra\\ExchangeSharp\\all_contributors\\contributors_page_1.json']
rsdaltx,['.\\GitHubScraping\\jjxtra\\ExchangeSharp\\all_contributors\\contributors_page_1.json']
JKorf,['.\\GitHubScraping\\JKorf\\Bittrex.Net\\all_contributors\\contributors_page_1.json']
fritz-net,['.\\GitHubScraping\\JKorf\\Bittrex.Net\\all_contributors\\contributors_page_1.json']
egorpavlikhin,['.\\GitHubScraping\\JKorf\\Bittrex.Net\\all_contributors\\contributors_page_1.json']
rutgervanwilligen,['.\\GitHubScraping\\JKorf\\Bittrex.Net\\all_contributors\\contributors_page_1.json']
naile,['.\\GitHubScraping\\JKorf\\Bittrex.Net\\all_contributors\\contributors_page_1.json']
saddington,['.\\GitHubScraping\\jlopp\\lopp.net\\all_contributors\\contributors_page_1.json']
CryptoPietje,['.\\GitHubScraping\\jlopp\\lopp.net\\all_contributors\\contributors_page_1.json']
KevinSmall,['.\\GitHubScraping\\jlopp\\lopp.net\\all_contributors\\contributors_page_1.json']
8bg,['.\\GitHubScraping\\jlopp\\lopp.net\\all_contributors\\contributors_page_1.json']
diederikdehaas,['.\\GitHubScraping\\jlopp\\lopp.net\\all_contributors\\contributors_page_1.json']
cryptocake,['.\\GitHubScraping\\jlopp\\lopp.net\\all_contributors\\contributors_page_1.json']
nheinrich,['.\\GitHubScraping\\jlopp\\lopp.net\\all_contributors\\contributors_page_1.json']
onurakca,['.\\GitHubScraping\\jlopp\\lopp.net\\all_contributors\\contributors_page_1.json']
Sukkulente,['.\\GitHubScraping\\jlopp\\lopp.net\\all_contributors\\contributors_page_1.json']
timo-schmid,"['.\\GitHubScraping\\jlopp\\lopp.net\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\lightningnetwork\\lnd\\all_contributors\\contributors_page_1.json']"
tsusanka,"['.\\GitHubScraping\\jlopp\\lopp.net\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\lightningnetwork\\lnd\\all_contributors\\contributors_page_1.json']"
rhymeswithfiat,['.\\GitHubScraping\\jlopp\\lopp.net\\all_contributors\\contributors_page_1.json']
vrbelli,['.\\GitHubScraping\\jlopp\\lopp.net\\all_contributors\\contributors_page_1.json']
joancaron,['.\\GitHubScraping\\joancaron\\cryptocompare-api\\all_contributors\\contributors_page_1.json']
stepkillah,['.\\GitHubScraping\\joancaron\\cryptocompare-api\\all_contributors\\contributors_page_1.json']
cohowap,['.\\GitHubScraping\\joancaron\\cryptocompare-api\\all_contributors\\contributors_page_1.json']
codacy-badger,"['.\\GitHubScraping\\joancaron\\cryptocompare-api\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\OFRBG\\TsukiBot\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\RDCH106\\pycoinmon\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\techstar-cloud\\cryptobot\\all_contributors\\contributors_page_1.json']"
joemetha,['.\\GitHubScraping\\joemetha\\CryptoCurrency\\all_contributors\\contributors_page_1.json']
joepegler,['.\\GitHubScraping\\joepegler\\Cryptocurrency-Arbitrage-Bot\\all_contributors\\contributors_page_1.json']
JohanByttner,['.\\GitHubScraping\\JohanByttner\\cryptocurrency\\all_contributors\\contributors_page_1.json']
johansten,"['.\\GitHubScraping\\johansten\\stargazer\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\stellar\\js-stellar-base\\all_contributors\\contributors_page_1.json']"
jacob9elements,['.\\GitHubScraping\\johansten\\stargazer\\all_contributors\\contributors_page_1.json']
kfiresmith,['.\\GitHubScraping\\johansten\\stargazer\\all_contributors\\contributors_page_1.json']
mazhaoyong,['.\\GitHubScraping\\johansten\\stargazer\\all_contributors\\contributors_page_1.json']
johnathanmartin,['.\\GitHubScraping\\johnathanmartin\\piWallet\\all_contributors\\contributors_page_1.json']
MystPhysX,['.\\GitHubScraping\\johnathanmartin\\piWallet\\all_contributors\\contributors_page_1.json']
mrtremendous,['.\\GitHubScraping\\johnathanmartin\\piWallet\\all_contributors\\contributors_page_1.json']
fitbobcat,['.\\GitHubScraping\\johnathanmartin\\piWallet\\all_contributors\\contributors_page_1.json']
humanscoin-project,['.\\GitHubScraping\\johnathanmartin\\piWallet\\all_contributors\\contributors_page_1.json']
JohnnyLChang,['.\\GitHubScraping\\JohnnyLChang\\CryptoCurrency\\all_contributors\\contributors_page_1.json']
johntitus,"['.\\GitHubScraping\\johntitus\\coinx\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\johntitus\\node.liqui.io\\all_contributors\\contributors_page_1.json']"
devboxr,['.\\GitHubScraping\\johntitus\\node.liqui.io\\all_contributors\\contributors_page_1.json']
jonchaney,['.\\GitHubScraping\\jonchaney\\ripple-pay\\all_contributors\\contributors_page_1.json']
pateldd1,['.\\GitHubScraping\\jonchaney\\ripple-pay\\all_contributors\\contributors_page_1.json']
devanshpatel,['.\\GitHubScraping\\jonchaney\\ripple-pay\\all_contributors\\contributors_page_1.json']
boywhocodes,['.\\GitHubScraping\\jonchaney\\ripple-pay\\all_contributors\\contributors_page_1.json']
joragupra,['.\\GitHubScraping\\joragupra\\cryptocurrency\\all_contributors\\contributors_page_1.json']
JordanDworaczyk,['.\\GitHubScraping\\JordanDworaczyk\\Traderbot\\all_contributors\\contributors_page_1.json']
jorgeauh,['.\\GitHubScraping\\jorgeauh\\CryptoCurrency\\all_contributors\\contributors_page_1.json']
joshuawwbrown,['.\\GitHubScraping\\joshuawwbrown\\cryptoCurrency\\all_contributors\\contributors_page_1.json']
Juell1635,['.\\GitHubScraping\\Juell1635\\CryptoCurrency\\all_contributors\\contributors_page_1.json']
juliopaulo,['.\\GitHubScraping\\juliopaulo\\cryptocurrency-analysis\\all_contributors\\contributors_page_1.json']
junbai94,['.\\GitHubScraping\\junbai94\\cryptocurrency\\all_contributors\\contributors_page_1.json']
Jusnit,['.\\GitHubScraping\\Jusnit\\Cryptocurrency\\all_contributors\\contributors_page_1.json']
jwright83me,['.\\GitHubScraping\\jwright83me\\BitGold\\all_contributors\\contributors_page_1.json']
K701user,['.\\GitHubScraping\\K701user\\Cryptocurrency\\all_contributors\\contributors_page_1.json']
kanoh-k,['.\\GitHubScraping\\kanoh-k\\cryptocurrency\\all_contributors\\contributors_page_1.json']
aivve,['.\\GitHubScraping\\Karbovanets\\Karbowanec-Blockchain-Explorer\\all_contributors\\contributors_page_1.json']
Anton-Beresansky,['.\\GitHubScraping\\Karbovanets\\Karbowanec-Blockchain-Explorer\\all_contributors\\contributors_page_1.json']
invalid-email-address,"['.\\GitHubScraping\\kashmircoin\\kashmircoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\MPOS\\php-mpos\\all_contributors\\contributors_page_1.json']"
kasketis,['.\\GitHubScraping\\kasketis\\awesome-cryptocurrencies\\all_contributors\\contributors_page_1.json']
nicolaevladescu,['.\\GitHubScraping\\kasketis\\awesome-cryptocurrencies\\all_contributors\\contributors_page_1.json']
egoexpress,['.\\GitHubScraping\\kasketis\\awesome-cryptocurrencies\\all_contributors\\contributors_page_1.json']
kazijatoi,['.\\GitHubScraping\\kazijatoi\\cryptocurrency\\all_contributors\\contributors_page_1.json']
kelvinau,['.\\GitHubScraping\\kelvinau\\crypto-arbitrage\\all_contributors\\contributors_page_1.json']
KenKundert,['.\\GitHubScraping\\KenKundert\\cryptocurrency\\all_contributors\\contributors_page_1.json']
kennethreitz,"['.\\GitHubScraping\\kennethreitz\\awesome-coins\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\kilimchoi\\cryptocurrency\\all_contributors\\contributors_page_1.json']"
ajbosco,['.\\GitHubScraping\\kennethreitz\\awesome-coins\\all_contributors\\contributors_page_1.json']
charlesrocket,['.\\GitHubScraping\\kennethreitz\\awesome-coins\\all_contributors\\contributors_page_1.json']
anderson-joyle,['.\\GitHubScraping\\kennethreitz\\awesome-coins\\all_contributors\\contributors_page_1.json']
likethemammal,['.\\GitHubScraping\\kennethreitz\\awesome-coins\\all_contributors\\contributors_page_1.json']
fbidu,['.\\GitHubScraping\\kennethreitz\\awesome-coins\\all_contributors\\contributors_page_1.json']
jdanford,"['.\\GitHubScraping\\kennethreitz\\awesome-coins\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\kilimchoi\\cryptocurrency\\all_contributors\\contributors_page_1.json']"
narze,['.\\GitHubScraping\\kennethreitz\\awesome-coins\\all_contributors\\contributors_page_1.json']
pkuhner,['.\\GitHubScraping\\kennethreitz\\awesome-coins\\all_contributors\\contributors_page_1.json']
sindresorhus,['.\\GitHubScraping\\kennethreitz\\awesome-coins\\all_contributors\\contributors_page_1.json']
augustopedro,['.\\GitHubScraping\\kennethreitz\\awesome-coins\\all_contributors\\contributors_page_1.json']
laikabtc,['.\\GitHubScraping\\kennethreitz\\awesome-coins\\all_contributors\\contributors_page_1.json']
Liaojinghui,['.\\GitHubScraping\\kennethreitz\\awesome-coins\\all_contributors\\contributors_page_1.json']
keshavbans,['.\\GitHubScraping\\keshavbans\\CryptoCurrency\\all_contributors\\contributors_page_1.json']
bruce-arden,['.\\GitHubScraping\\keskival\\cryptocurrency-course-materials\\all_contributors\\contributors_page_1.json']
keskival,['.\\GitHubScraping\\keskival\\cryptocurrency-course-materials\\all_contributors\\contributors_page_1.json']
javagoza,['.\\GitHubScraping\\keskival\\cryptocurrency-course-materials\\all_contributors\\contributors_page_1.json']
khuangaf,['.\\GitHubScraping\\khuangaf\\CryptocurrencyPrediction\\all_contributors\\contributors_page_1.json']
